,course,channel_name,playlist_id
230,PL/SQL,DiscoDurodeRoer,PLaxZkGlLWHGXnIaWqQWuB0G7Ug8LEfvtb
231,"[초급] DB SQL 강좌, 강의, 오라클 데이터베이스 쿼리",SQL전문가 정미나,PLyQR2NzLKOCb-i7xCOQVU_yomhvHRteDy
232,Administration SQL Server,Amine Abbaoui,PLJe5vGB_oTioE1kIP5oed8gll8rchkQ23
233,LINQ to SQL Tutorial C# | by Mr. Bangar Raju,Naresh i Technologies,PLVlQHNRLflP_-XQtkI8-EJagXRzqf7mgG
234,SQL Server Database Developer,Keshav Singh,PLRSlaaxiXtw2N5kXUd9rJN1QVwVdC7gq9
235,Curso de Sql Injection,OHCS,PL1UnfB2evouFvcZWbxM7H8dDlEo1VmRms
236,Querying Microsoft SQL Server 2012 Databases Jump Start,RG Edu,PLIoX3-mcY80ipygQHDYN_w_F1lAl2m2JS
237,PL SQL,SQL adv school Макс Чалышев,PLtz_yutonf6tiGwYpxDm-0aXYVkZBzAsW
238,Tutoriel français SQL facile et requête MySQL pour débutant,Yannick Sayer,PLcOmJ-JvAV1e6oVXrh7V6XlqwPEaet5Mg
239,Apprendre le langage Transact SQL,The Arab Programmer - المبرمج العربي,PLB6fWYrqnSmvuS2UZ0rIObaMA1hIRGykr
240,SQL ACCOUNTING SYSTEM GST 教学,syntaxtechnologies,PL5fR9QcRlu_KYzKWL00CbY5eYMI3hAuqo
241,Intro to SQL: Querying and managing data | Computer Programming | Khan Academy,Khan Academy,PLSQl0a2vh4HCtgJXRDRah4IlKPfeflhii
242,Oracle Database 11g - SQL Bangla Tutorial,MD. SHARIFUL ALAM,PLUYY2piVmub7QL0ET2_eg4D_SV3AOsPHT
243,Oracle PL/SQL Tutorials | Oracle PL/SQL Tutorials Tutorial for Beginners - by Mr.Vaman Deshmukh,Naresh i Technologies,PLVlQHNRLflP-HsntKOa_yFRFwi-QdRz9-
244,BigQuery SQL for Marketers,Coding is for Losers,PL6oqHwbsfYMwAC5cedqFSCQwaO_gBoYf8
245,Curso de BASE de DATOS | SQL Server desde 0!,Tecnología Binaria;,PL8gxzfBmzgey8iTCCgnViozTP8NlXKJpu
246,SQL Functions,SAP HANA Academy,PLkzo92owKnVwpfj5r9EZrPJdZJdUizexs
247,SQL Server 2016 DBA Tutorial,TechBrothersIT,PLWf6TEjiiuIBNTKlFVkM7u6E9EkORxjy8
248,SQL JOIN,생활코딩,PLuHgQVnccGMAG1O1BRZCT3wkD_aPmPylq
249,SQL Server tutorial for beginners by kudvenkat,Targeted Technology Institute,PLbJ-fy-2JEVkpz73RDkbA7dGtn8CNgwzm
