,course,channel_name,playlist_id
215,Python Tutorial for Beginners | by Mr. Srinivas,Naresh i Technologies,PLVlQHNRLflP8MDJbh-iiRiRjdq917w93g
216,Основи програмування у Python,Дист Освіта,PLqrtuwUbDyeliqb9dT_CzX9nHulMveCLp
217,More Python for Beginners,Microsoft Developer,PLlrxD0HtieHiXd-nEby-TMCoUNwhbLUnj
218,Этический взлом на Python,XCode,PLK_91fLxh1IEPWK1SWaY_J-VX1O24teeA
219,Selenium Python,Automation Step by Step - Raghav Pal,PLhW3qG5bs-L9JjtXx-adxWdbjaxeRhi7h
220,【尚硅谷】Python全套教程 2019最适合零基础 提供源码笔记,尚硅谷IT培训学校,PLmOn9nNkQxJFGvtKd7PI7AhsYmY-6FrJs
221,Python Learning for Network Engineers,NetworkEvolution,PLOocymQm7YWakdZkBfCRIC06fv7xQE85N
222,"Deep Learning With Tensorflow 2.0, Keras and Python",codebasics,PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
223,Python Tutorial for Beginners,Intellipaat,PLVHgQku8Z9362QT__l8haMT9g4XrQ8nnq
224,Belajar Pemrograman Python untuk Pemula,Programmer Zaman Now,PL-CtdCApEFH_HY6bL3JER8WJOxz1nb3_H
225,Object-Oriented Programming (OOP) in Python 3 | Python Object Oriented Programming Tutorial,ProgrammingKnowledge,PLS1QulWo1RIZ77GWt3rQUggB7vm46ylYO
226,Python Sorting Algorithms,Joe James,PLj8W7XIvO93rJHSYzkk7CgfiLQRUEC2Sq
227,tkinter 窗口可视化你的 python 程序 GUI 教学 学习教程,莫烦Python,PLXO45tsB95cJU56K4EtkG0YNGBZCuDwAH
228,Google Developer Python Course,Matthew Mayo,PLfZeRfzhgQzTMgwFVezQbnpc1ck0I6CQl
229,Python Videos,Traversy Media,PLillGF-RfqbbJYRaNqeUzAb7QY-IqBKRx
230,Curso Python Básico - Solyd,CaveiraTech,PLp95aw034Wn_WtEmlepaDrw8FU8R5azcm
231,Python Game Programming Tutorial: Snake Game,TokyoEdtech,PLlEgNdBJEO-n8k9SR49AshB9j7b5Iw7hZ
232,Python - Ejercicios,John Ortiz Ordoñez,PL2PZw96yQChwNxk7f8stySXf7Cic8oQk8
233,Appium Python Beginner Tutorial,Cope Automation,PLWIBmxdTr81dDEZRiNxoy55dIDWtMyOoc
234,Apache Spark 2 using Python 3,itversity,PLf0swTFhTI8qtIYxVoPOjA2fYzBFiNMue
235,Beginner Python Tutorials,Caleb Curry,PL_c9BZzLwBRKK8ndQBBKolg7IxrC5T6Ws
236,Curso de Python,CFBCursos,PLx4x_zx8csUhuVgWfy7keQQAy7t1J35TR
237,Разработка Телеграм бота на Python,Physics is Simple,PLwVBSkoL97Q3phZRyInbM4lShvS1cBl-U
238,Python - Text RPG Tutorial,Bryan Tong,PL1-slM0ZOosXf2oQYZpTRAoeuo0TPiGpm
239,Advanced Python - Complete Course,Python Engineer,PLqnslRFeH2UqLwzS0AwKDKLrpYBKzLBy2
240,Curso de Python 3,Caio Dallaqua,PLnHC9X5I2m1_BHFb8rS950nCZXpua3Dj3
241,Python Threading - Multithreading Playlist (2017),PyMoondra,PLGKQkV4guDKEv1DoK4LYdo2ZPLo6cyLbm
242,Python 3.x Tutorials for Automation,Automation with Scripting,PL2qzCKTbjutKOuX-mmsRvfhEHFdJldqHw
243,Python za Pocetnike,Programiranje Tutorijali,PLDEPU7oft31ktDiWssPncE3ej5FyZW8DD
244,Python,Code Cube,PLzIWkToFwqHRZWCI_helg4PeN184yTbYS
245,CBSE Class XII Python Tutorial in Hindi - Sumita Arora,codeitup,PLmRclvVt5Dtlzkmku_7-eyShxKK3nOY5X
246,Python Tutorials For Beginners,Dev Ed,PLDyQo7g0_nsULCDha3lv7rw2t6AnhNTHV
247,小甲鱼Python零基础入门教程（全集96讲）,野生IT散修,PLKLUwbV5J_7d4QPHJBPUSpZ7E4v5xQxCd
248,Python Django Student Management System,Super Coders,PLb-NlfexLTk_tUlAPj05s2zc8JgHTVkpH
249,Discord Bots in python programmieren Tutorial Deutsch,The Morpheus Tutorials,PLNmsVeXQZj7rI3usLYlWhsjdFJ-MER_pU
