,course,channel_name,playlist_id
227,Mengenal DOM Javascript,Sekolah Koding,PLCZlgfAG0GXCYyHqv8llpZpnTpnCRs94G
228,JavaScript in the Browser,Steve Griffith,PLyuRouwmQCjmQTKvgqIgah03HF1wrYkA9
229,JavaScript for Beginners,Tech With Tim,PLzMcBGfZo4-njtc5xy3qli4cN2zlKsoxd
230,WebDriverIO - JavaScript Tool - By Naveen AutomationLabs,Naveen AutomationLabs,PLFGoYjJG_fqqswF8qDdWNG3b-BtZfiqQn
231,The 5-Day React JavaScript Challenge 🌐💻,Clever Programmer,PL-J2q3Ga50oNQP__onO64kAHX_z0BdLv6
232,Sifirdan JavaScript  Dersleri,Sifirdan Bire Hersey,PLlwCSYvmr0TQdQWsbmRQcLhjTTVWFxLRb
233,Modern JavaScript Bangla Tutorials,JS Bangladesh,PL4iFnndHlduhY_C69D8XSVqG7IOdbzmfb
234,That Weird JavaScript Course,Fireship,PL0vfts4VzfNixzfaQWwDUg3W5TRbE7CyI
235,Introduction to JavaScript,Web Dev Simplified,PLZlA0Gpn_vH9k5ju1yq9qCDqvtuTVgTr6
236,javascript tutorial for beginners in hindi,wap institute,PLfxALjnZodrs67MxOvyK6w9c3bynMrEgY
237,CodeCombat JavaScript Tutorials,techyesplease,PLbsvRhEyGkKfDtnQKI5IKQGSzgqpX-kCz
238,JavaScript Arrays,Steve Griffith,PLyuRouwmQCjnupe_ohQgFvwFZF8dycwK8
239,Javascript Challenges,Coding Addict,PLnHJACx3NwAdQElswAscNtHAZLAQYgpDA
240,Curso de Javascript,Node Studio Treinamentos,PLwXQLZ3FdTVF9Y0RbsuN54XYP7D0dZIlR
241,"Full Stack Web Developer Course - HTML/CSS/JavaScript + NodeJS, Express, and MongoDB",Joshua Bastean,PLQSmIhc0GVPPhpBAC3y6xChtOz3RJ8abN
242,JavaScript Tutorial For Beginners | Edureka,edureka!,PL9ooVrP1hQOGoYVit61V7Y1uPzfnBvN86
243,JavaScript Tutorials,Corey Schafer,PL-osiE80TeTucQUM10Ezv4S7SVoFozLMK
244,JavaScript Tutorial for Beginners &amp; professionals | 2020 | UiBrains | NAVEEN SAGGAM,UiBrains Technologies,PLgp11Hu-N4DT4AdRvvFkuKuqaRCE7rnro
245,JavaScript Course in Tamil,CyberDude Networks Pvt. Ltd.,PL73Obo20O_7ihsIM5K-hHYPrcqkkdQcLa
246,Основы Java Script,ITDoctor,PLuY6eeDuleINjS4_G7KuYThU_T4uzpAuG
247,JavaScript EcmaScript 6 Tutorial,Daily Tuition,PLynWqC6VC9KNTc9rkWl7rRV6gYWOhujhB
248,Tutorial JavaScript Bahasa Indonesia Lengkap,IDStack,PL1aMeb5UP_PGc_FLQa9iD5KkFB9L2cXqF
249,JavaScript (Bangla Tutorial),Habib Pro,PLgV_1MHT7FcTLw8l3pWYWxSuxzu4iufS9
